raw	permuted
10001010111000101101110110010111111111001001100000001011100010	11011010011101011100100010111010001100011101001011100000110110
10000011111011001011110110010111011111000000110000000011100010	11010010110100011110100010111011001100010100000011100001011110
00001001111001001111110100010111111111001000110001001001100010	11011011110101010010100010111011001100011101001010100001010010
00101001111011001011110110000011111111000001100001000011100010	11011001110101011010100010011010001100010100000011100101111010
00101001011001001011111100010111111101100000110001000011110010	11011011110111011010100010111011000101010100100000100101010010
10001001011001101011111110000111111111000000110011000011100100	11011011111001011110100010011011101100010100100101100001010010
00101001111000101111110110010111111111000001100001100011100100	11011011011001011010100010111010101100010100001011110101110010
10001001111000001011110110100111111111001000110001100011100010	11011011010101011110100010011011011100010101000011110001010010
00000000111001101111110110010111111111000000110001000011100000	11010011111001011000100010111011001100010100001011100001010010
00001001111001011111110110000011111111000001110001000011110111	11011101110111011010100010011011101100110100001011100001110010
00100000111010101001110110000111111111000000110001000011110101	11010011011011011000100010011011101100110100000011100100011010
00001001111001001111111110000111111111001001100001000011000110	10011011110101011010100010011010101100010101101011100001110010
00001001111001110011110110010111111111000001010001000011110111	11001111111111011010100010111001101100110100000011100001110010
00101011111000001011110100010111111111000001100001000011100011	11011011010101011010100010111010001100110100000010100101110110
10000001011011001011110110010011111111001000010001000111100000	11010001110001111110100010111001001100010101000001100001011010
10001001111000001001110110110111101111000001110001000111110000	11011011010011111110000010111011011100010100000011100000110010
10001001111001011001110110010111111101000001100001000011100011	11011111110101011110100010111010000100110100000011100000110010
10101001111000001001111110000111111111010000010001000011100110	11011011010101011110100010011001101110010100100011100100010010
10001001011001001011111110010111111111000001100001000011010011	10011011110111011110100010111010001100110100100001100001110010
10000001111001001101111110010111111111000011100001000011110110	11010011110111011110100011111010101100010100101011100000110010
00001000111000101011110110001111101111001001110001100011100111	11011011011101011000000010011011101100110101010011110001110010
10101001111001001011110100010111111001000001110101000011100011	11011011110101011110100000111011000100110100000010100111110010
00001000111001001111110110010011111111000001110001001011100110	11011001110101011000100010111011101100011100001011100001110010
00101000101001001011110110000110111111000001110011100011110000	11011011110011011000100010011011001100010100000111010101100010
00001000111001101011110110000111111111000000010001000011100110	11011011111101011000100010011001101100010100000011100001010010
10001000111000001001110100010111111111000001000001000011100000	11011011010001011100100010111000001100010100000010100000110010
10001100111011001011111100010110111011000000110001000011100010	11011011110101011100100000111011001100010100100010101001001010
10001001111001001111111100010011111111001001011001100011100010	11011001110101011110101010111001001100010101101010110001110010
10001000111011101011110110000111111111000001010000000010110111	11011010101111011100100010011001101100110100000011100001111010
10001001111001101011111110010011111111001001110001100011100000	11011001111001011110100010111011001100010101100011110001110010
10111000111001001111100100110111111111001001010001000011100010	01111011110101011100100010111001011100010101001010100101110010
00000011011001101111111110000111011111000001110001100011100000	11010011111000011010100010011011001100010100101001110001110110
00101011111000101001110110010111111111011001100001101011110011	11011011011111011010100010111010001110111101000011110100110110
00000000111001101011111110010111111111000001000001100011100100	11010011111001011000100010111000101100010100100011110001110010
10001001111000001111111110010111111111000001110001000011100011	11011011010101011110100010111011001100110100101011100001110010
10000000111010101011110100010011111111001001000001000011100011	11010001011101011100100010111000001100110101000010100001111010
00100000111000101001111110000111111111001001110001100001100110	11010011011101010000100010011011101100010101100011110100110010
00100001111000011011111110011111111111000000110001100011100111	11010111010101011010100010111011101100110100110011110101010010
00101000111001001001111110010111101111100001110011000011100011	11011011110101011000000010111011001101110100100111100100110010
00001001111000001011110110010111111101001001100000000001100011	11011010010101010010100010111010000100110101000011100001110010
00001000111001001011111110010111111111001001110000000011100100	11011010110001011000100010111011101100010101100011100001110010
00001010111001101011110110000111111111000001010001000011100010	11011011111101011000100010011001001100010100000011100001110110
00001001111011101111110100010111111111011001010001000011000000	10011011111001011010100010111001001110010101001010100001111010
00001000111001001011110110010111111101001001100001000011100111	11011011110101011000100010111010100100110101000011100001110010
00001001111001101011111110000111111111000001110001000011100001	11011011111001011010100010011011001100110100100011100001110010
10001001111001001111111110000111111111100000010001000011100011	11011011110101011110100010011001001101110100101011100001010010
00001001111000001011111110000111111101000001110001100011100000	11011011010001011010100010011011000100010100100011110001110010
00101001111001101011110110000111111101001000100011000011100000	11011011111001011010100010011010000100010101000111100101010010
00001010111000101111111110010111111111000000110001001111100001	11011011011001111000100010111011001100111100101011100001010110
00001101111000101011010110010111101101000001110000000011100110	11011010011101011010000010101011100100010100000011101001110010
00001001111000001011110110010101111111000000110011000011100101	11011011010001011010100010111011101100110100000111100001010000
00000101111000001001110110110111111111000001110001000011110110	11010011010111011010100010111011111100010100000011101000110010
10001011111011001101111110101111111111000001110001000011100111	11011011110101011110100010011011111100110100111011100000111110
00100010111000001111111110000111111111000011110000000011100010	11010010010101011000100011011011001100010100101011100101110110
10001011111001011011110110010111111111000000100001100011100010	11011111110101011110100010111010001100010100000011110001010110
10001001111000011011111110000111111101000001110001001011100111	11011111010101011110100010011011100100111100100011100001110010
00101000111010101011110110000111110111000001110001100011101010	11011011011101011001100010011011001100000100000011110101111010
10101001111010101011110110100001111101000001110000001011100100	11011000011001011110100010011011110100011100000011100101111000
10001001111001001011111110010111101111001001110001000011110100	11011011110011011110000010111011101100010101100011100001110010
10001001111000101011110110010111101111001001100001100111110111	11011011011111111110000010111010101100110101000011110001110010
00001011011001001111111110010111111111000001110001000011100101	11011011110001011010100010111011101100110100101001100001110110
01001001111010101001110110010111101101000000110001000011110100	11011011011011011010000010111011100100010100000011100000011011
00000001011000001001111110010111111111000001110001000011100110	11010011010101011010100010111011101100010100100001100000110010
10001000111001001011110110010111111101000000110011000111100010	11011011110101111100100010111011000100010100000111100001010010
00101101111001001011110100000110111111001000110001000011100010	11011011110101011010100010011011001100010101000010101101000010
10101000111010101111110110110011111111000001010001000011100010	11011001011101011100100010111001011100010100001011100101111010
00001001111001001011111110000111111101000001010010000011100000	11011010110001011010100010011001000100010100100111100001110010
00001001111000001011111110000011101111001001110001000011100100	11011001010001011010000010011011101100010101100011100001110010
00000101111001001011111110010111111111001000110001000011110110	11010011110111011010100010111011101100010101100011101001010010
00001001101001001011110110010110111111001000010001000011000010	10011011110101011010100010111001001100010101000011000001000010
10100011111001001101111110010111111001001001100001000011100110	11010011110101011110100000111010100100010101101011100100110110
00001001111010101011111110010111111111000001110001010011100000	11011011011001011010100110111011001100010100100011100001111010
10001001011001101101111110000111111111000001110000100011100110	11011010111101011110100010011011101100010100101001110000110010
00001001111001001011111110010011111111001001110001000011100100	11011001110001011010100010111011101100010101100011100001110010
00101001111001101111111110000111101111000001110001100011110111	11011011111111011010000010011011101100110100101011110101110010
00001001111001001011110110010111111111001001100001101011100000	11011011110001011010100010111010001100011101000011110001110010
10001001111000101011110110000111111111000001100001000011100100	11011011011001011110100010011010101100010100000011100001110010
00100001111001001011110110010111111111000001100001001111100000	11010011110001111010100010111010001100011100000011100101110010
00001000111001101011110110010111111111001000100001001011100100	11011011111001011000100010111010101100011101000011100001010010
00001001101001001011111110010011111111000001111001000011100000	11011001110001011010101010111011001100010100100011000001110010
00001000111000101001110110010111111111001000100001000011100011	11011011011101011000100010111010001100110101000011100000010010
00001001111000001011110110010111111111001001100001100011100100	11011011010001011010100010111010101100010101000011110001110010
00101000111000001011110110110111111111000001100001001011100010	11011011010101011000100010111010011100011100000011100101110010
00101001111000001011111100010111111111000000110000000011110010	11011010010111011010100010111011001100010100100010100101010010
10101001111011001011110110000111111111001001110001100111100011	11011011110101111110100010011011001100110101000011110101111010
00000001111010001101111110010111111111000001110001000011100011	11010011010101011010100010111011001100110100101011100000111010
00101001111000101101110110010111111111000001100001000011100010	11011011011101011010100010111010001100010100001011100100110010
10001001111000001011110110010111111111000001110001000011100111	11011011010101011110100010111011101100110100000011100001110010
00001001111001001011111110010111101111001000110000000011000010	10011010110101011010000010111011001100010101100011100001010010
10001000111000001111111110010111111111000010100001101011100000	11011011010001011100100011111010001100011100101011110001010010
00001101111001001011110110010111111111000001110001000011100011	11011011110101011010100010111011001100110100000011101001110010
00111000111001101011110110010011111111001001110001000011110010	11111001111111011000100010111011001100010101000011100101110010
00000000111001011011111110011011111111001001110001000011100011	11010101110101011000100010111011001100110101110011100001110010
10101001111010100001111110010111111111001001110001000011100110	11001011011101011110100010111011101100010101100011100100111010
00101001011001101001111110010111111111001001100001000011110110	11011011111111011010100010111010101100010101100001100100110010
00001000111000001011111110010111111101000001110001100011100111	11011011010101011000100010111011100100110100100011110001110010
00001001101001101011111110010010111111000001110001001011000111	10011001111101011010100010111011101100111100100011000001100010
00001001111011000001110110010111111111000001100001000011100000	11001011110001011010100010111010001100010100000011100000111010
10001001111001101011110110011111111111000000110011010011100010	11011011111101011110100110111011001100010100010111100001010010
10001011011001001101110110000111111111001000110001000111100110	11011011110101111110100010011011101100010101001001100000010110
00001000111000101011111110010111111111000001110001000011000011	10011011011101011000100010111011001100110100100011100001110010
10001000111010001101110110010110111111000001000000001011100001	11011010010001011100100010111000001100111100001011100000101010
00001000111000001011110110010111111111000001010001100011100100	11011011010001011000100010111001101100010100000011110001110010
10001011111001101011110110000011101111000001110001000011000011	10011001111101011110000010011011001100110100000011100001110110
00001001111000101001110110010111111111000000110011000011100101	11011011011001011010100010111011101100110100000111100000010010
00101001111001001001110110010111111111000001110001000011100010	11011011110101011010100010111011001100010100000011100100110010
10001000111000001011110110000111111111001001110001001011100111	11011011010101011100100010011011101100111101000011100001110010
00001011111001001001110110000111111111000001110001000011110011	11011011110111011010100010011011001100110100000011100000110110
00001001111001101011111110000111111101000001110001000011100000	11011011111001011010100010011011000100010100100011100001110010
10000001111001100101110110000011101111000001110001000011100101	11000001111001011110000010011011101100110100001011100000110010
00001010111010001011110100010011111111001001000001000011100010	11011001010101011000100010111000001100010101000010100001111110
10101111111001101011111110000111111111001000110111001011100111	11011011111101011110100010011011101100111101100111101111010110
10101001111001101101110110010111111111010001110001100011100010	11011011111101011110100010111011001110010100001011110100110010
10000001111011001001111110010111111111001001100010100011100000	11010010110001011110100010111010001100010101100111110000111010
00001011011001001011110110000111111111001000110101001011100111	11011011110101011010100010011011101100111101000001100011010110
00001001111001001011110110010111111111001000110011100011100000	11011011110001011010100010111011001100010101000111110001010010
00001011111000101011110100010011111111000000110000100011000111	10011000011101011010100010111011101100110100000010110001010110
10101001111001001011111110010111111111001000110001000111000011	10011011110101111110100010111011001100110101100011100101010010
00101001111000001101111110000111111111000001110101100111100000	11011011010001111010100010011011001100010100101011110110110010
00000000111000101011111110000111111111000001010001101010100000	11010011001001011000100010011001001100011100100011110001110010
00001101111000001111111110010111111111000001100001000011100100	11011011010001011010100010111010101100010100101011101001110010
10001011111001101011111110010111111101000001100001001011101000	11011011111001011111100010111010000100011100100011100001110110
00101000111000001101111100010011111111001001100001001011110010	11011001010111011000100010111010001100011101101010100100110010
00000001111000001011111110010111111111001000110001000011100010	11010011010101011010100010111011001100010101100011100001010010
00001001111000001101111100110111111111000000110101000011100011	11011011010101011010100010111011011100110100101010100010010010
00101000111001101011110110010011111011001001110001001011100010	11011001111101011000100000111011001100011101000011100101110010
00001111111000011011111110000011111111001001100001101111100110	11011101010101111010100010011010101100011101100011111001110110
00101001111000000111110110010111111111001010010001100011100110	11001011010101011010100011111001101100010101001011110101010010
10100000111001001111111100010111111111000001110010100011100010	11010010110101011100100010111011001100010100101110110101110010
10001000011000011011111110010111101111001000110001000011100110	11011111010101011100000010111011101100010101100001100001010010
00100000111001001011111110010111111111000001000001100011100000	11010011110001011000100010111000001100010100100011110101110010
00100001111000101111110100010111101111001001100001100111100000	11010011011001111010000010111010001100010101001010110101110010
10000001111001001111111110000111101111000001100001000011100000	11010011110001011110000010011010001100010100101011100001110010
00001001001011001011110110010111111111001001000001100111110110	11011011110111111010100010111000101100010101000001010001111010
00001001111010001101111100000011101111001000110001100011100111	11011001010101011010000010011011101100110101101010110000011010
10001001111001001011110110010111111111000000110101000011110000	11011011110011011110100010111011001100010100000011100011010010
00100011111010101011110110011111111111001001110001000011100011	11010011011101011010100010111011001100110101010011100101111110
00101000111010001011110110010111111111000000100001000111100010	11011011010101111000100010111010001100010100000011100101011010
00100011101001001011111110010111111111000000110001000011100111	11010011110101011010100010111011101100110100100011000101010110
00001001011001101001111110000111111111000001100001000011110111	11011011111111011010100010011010101100110100100001100000110010
00001001111000001011110110000111111011000001110001000011100011	11011011010101011010100000011011001100110100000011100001110010
10001001111001001101111110010111111111000001110000000011100000	11011010110001011110100010111011001100010100101011100000110010
00001101011001001111111100000111111111001001100001000011100100	11011011110001011010100010011010101100010101101000101001110010
10001001111000001011110110010011111111001001110001100011100010	11011001010101011110100010111011001100010101000011110001110010
00101001111000001111111110010111111111000000000010100011100111	11011010010101011010100010111000101100110100101111110101010010
00001101111001011111110110010111111111000000100001100011110110	11011111110111011010100010111010101100010100001011111001010010
00000000111000001011110110110111111111000001110011000011110000	11010011010011011000100010111011011100010100000111100001110010
00101001111001001011110100110110111111001001110001000011100010	11011011110101011010100010111011011100010101000010100101100010
00001001011001101011110110001111111101000001100011000111000110	10011011111101111010100010011010100100010100010101100001110010
00001000111001001001110110010111111111000000000001000011100000	11011011110001011000100010111000001100010100000011100000010010
00001001111000001011111110000111101101000000110001000011110011	11011011010111011010000010011011000100110100100011100001010010
00101111111010001101111110010111111111001000110001001011100010	11011011010101011010100010111011001100011101101011101100011110
10101001111000001001111110010111111111000001110011000011100010	11011011010101011110100010111011001100010100100111100100110010
00101000111001011001110100010111111110001001000001000011100110	11011111110101011000100010111000101000010101000010100100110010
00101001111011001011110110000110111111010001110001101011100111	11011011110101011010100010011011101110111100000011110101101010
10101101110001011111111110011011111111000001010001100011100011	11011101110101011110100010111001001100110000111011111101110010
00100001111000101011111110100011111111000000110001000011100000	11010001011001011010100010011011011100010100100011100101010010
01001101111001101011111110100111101111001001110001000011100111	11011011111101011010000010011011111100110101100011101001110011
10001001111001001011111110010111111111000000110001000011110100	11011011110011011110100010111011101100010100100011100001010010
00101101111000111001111110100111111001000001010001100011100010	11011111011101011010100000011001010100010100100011111100110010
00101001111000001011110110010111111111001000110000001011100011	11011010010101011010100010111011001100111101000011100101010010
00001001111001001011111110010011111111000000110100100011100110	11011000110101011010100010111011101100010100100011110011010010
00001001111000100001110110000111111111000001000000000001010010	10001010011111010010100010011000001100010100000011100000110010
10001000111010001011110110000111111111001001110001000011101010	11011011010101011101100010011011001100010101000011100001111010
10001000011001001111111100000110101111001001010001000011100111	11011011110101011100000010011001101100110101101000100001100010
00001000011001001011110110010011111111000001110001000011100010	11011001110101011000100010111011001100010100000001100001110010
00101010111000001011111110010111111111001000110001000011100010	11011011010101011000100010111011001100010101100011100101010110
00001001011000001011110110010111011111000000110001100011100010	11011011010100011010100010111011001100010100000001110001010010
00001000111011001011111110010111111111001001110001000011100110	11011011110101011000100010111011101100010101100011100001111010
00001000111001001011111110010111111111000001110000000011100110	11011010110101011000100010111011101100010100100011100001110010
00001000111001101111111110000111111111001001110011100011100000	11011011111001011000100010011011001100010101101111110001110010
10001000111000101111110110010111111111000000110001000011100001	11011011011001011100100010111011001100110100001011100001010010
10001001111001001011110110010111111111001001010001100011100110	11011011110101011110100010111001101100010101000011110001110010
10101000111001101011110110010110111111100000100000100011110011	11011010111111011100100010111010001101110100000011110101000010
00101001111001101011111110010111111111000001000001100111100111	11011011111101111010100010111000101100110100100011110101110010
10101001111001101011110110110011101111001001010001000011100010	11011001111101011110000010111001011100010101000011100101110010
00101110111001001011111110010111111011000001100001000011110011	11011011110111011000100000111010001100110100100011101101110110
10101001011001001011110110100111111111000001110001100011100110	11011011110101011110100010011011111100010100000001110101110010
10101001111011101111110110010111111111001000110001000011100110	11011011111101011110100010111011101100010101001011100101011010
00001001111000001011111110010111111101001001110001000011100111	11011011010101011010100010111011100100110101100011100001110010
01101001111000101011111100010111111111100011110011000011101000	11011011011001011011100011111011001101010100100110100101110011
00001001111001001011111110010111111111001001100000000011100010	11011010110101011010100010111010001100010101100011100001110010
10001000111001001011110110010111111111001000100001000011100010	11011011110101011100100010111010001100010101000011100001010010
00001011111010001011111110000011101101000001000000000011110101	11011000010011011010000010011000100100110100100011100001111110
00001000111011001011111110000111111111000000110001000011100100	11011011110001011000100010011011101100010100100011100001011010
00001001111001101001110110010111111101010001110001000011100000	11011011111001011010100010111011000110010100000011100000110010
00101001111001001111110110000111101111000000100001001011110011	11011011110111011010000010011010001100111100001011100101010010
00001011111001001011110110010111111111000000110001100011000000	10011011110001011010100010111011001100010100000011110001010110
00001000111000101001111100011111111111001001100001000011110010	11011011011111011000100010111010001100010101110010100000110010
10001001111000001111110100000011111111001000110001000011100010	11011001010101011110100010011011001100010101001010100001010010
00101001011001001011110110000011111011000000100001000011100010	11011001110101011010100000011010001100010100000001100101010010
00000001111011100011110110010111111011000001110001100111110010	11000011111111111010100000111011001100010100000011110001111010
10001001011001101011111110010101111111000001000011000011100010	11011011111101011110100010111000001100010100100101100001110000
11101001111001111011111110010111111111000001110001100011100011	11011111111101011110100010111011001100110100100011110101110011
10000001111010001011111110000111111001001001110001001011100011	11010011010101011110100000011011000100111101100011100001111010
10001000111011101111110110010111101101000001110001101011100010	11011011111101011100000010111011000100011100001011110001111010
00100001111010101011111110010111101111000000110001100011110010	11010011011111011010000010111011001100010100100011110101011010
00100001111001001011110110000111111111000001100001000011100011	11010011110101011010100010011010001100110100000011100101110010
00101001111001001011110110010011111011010001110000000011100100	11011000110001011010100000111011101110010100000011100101110010
00001011111000001101111100000111111111100001000001000111000000	10011011010001111010100010011000001101010100101010100000110110
00001000111000101011111110000111111111000000110001000111100011	11011011011101111000100010011011001100110100100011100001010010
10001101011010001101111110000111111111000001110001000011100100	11011011010001011110100010011011101100010100101001101000111010
00001101111001101011110110000111111111000001100000000011100011	11011010111101011010100010011010001100110100000011101001110010
00101001011001101011110100000111111111001000100000000011100111	11011010111101011010100010011010101100110101000000100101010010
00101001111010001011111100010111101111001000110001000011100000	11011011010001011010000010111011001100010101100010100101011010
00100000111001001001111100000011111101001000000000000011010011	10010000110111011000100010011000000100110101100010100100010010
10101011111000101111111110010111111111011001110001100011100000	11011011011001011110100010111011001110010101101011110101110110
10101000011000001011111110010111111011000001100000000011100011	11011010010101011100100000111010001100110100100001100101110010
00101001111000001001111110010011111111001001110001000011100011	11011001010101011010100010111011001100110101100011100100110010
00001000111001101011110110010011111111001001110001000011100011	11011001111101011000100010111011001100110101000011100001110010
00000000111000001011110110010011111111001000100001000011100000	11010001010001011000100010111010001100010101000011100001010010
00101000111000101011110110010111111111001001110001000011100110	11011011011101011000100010111011101100010101000011100101110010
00101001111001101011111110000111111111000001100000000011100111	11011010111101011010100010011010101100110100100011100101110010
00001001111001001011110110010111111111001001010011000011100010	11011011110101011010100010111001001100010101000111100001110010
00001100111011001001110110110011111111011000110001100011100000	11011001110001011000100010111011011110010101000011111000011010
10000011101000001001111110010111111111001001100001100011110110	11010011010111011110100010111010101100010101100011010000110110
00001001111001101111100110010011111111000011100001000011110010	01011001111111011010100011111010001100010100001011100001110010
10001000111001001001111110000111111111001001110001000011110111	11011011110111011100100010011011101100110101100011100000110010
00001000101000001011110110010101101011001000000001000010100010	11011011000101011000000000111000001100010101000011000001010000
00101001111001001011110100010111111111001000110001001111110010	11011011110111111010100010111011001100011101000010100101010010
00000001011001101111111110000111111111001001110001000011110111	11010011111111011010100010011011101100110101101001100001110010
00101001111000001001110110000111101111000000000001000011101100	11011011010001011011000010011000101100010100000011100100010010
00101001011001001111111110011111111111000001100000000011100000	11011010110001011010100010111010001100010100111001100101110010
10100011011000001111110110100111111111000001110001100001110100	11010011010011010110100010011011111100010100001001110101110110
00001001111000101111111110000111111111000001110001000011100111	11011011011101011010100010011011101100110100101011100001110010
00001001111001001011110110010011111111000001110000100001100000	11011000110001010010100010111011001100010100000011110001110010
00001001111000001001110110010111111101000001100011000011100000	11011011010001011010100010111010000100010100000111100000110010
00100011011000101011110110010011111111000000100001100011110110	11010001011111011010100010111010101100010100000001110101010110
00000001111001101011111110010111101111001001010001101011100010	11010011111101011010000010111001001100011101100011110001110010
00000001111001001011110110010111111100001001110001001011100111	11010011110101011010100010111011100000111101000011100001110010
00001001111000001101110100010111111011000000100011000011100011	11011011010101011010100000111010001100110100001110100000010010
00000001111011001011110110010111111101001001010000000011110000	11010010110011011010100010111001000100010101000011100001111010
10001001111001001001110110000111111111000000100001101011100010	11011011110101011110100010011010001100011100000011110000010010
00101001111001101001111100110111111101001001010000000001100010	11011010111101010010100010111001010100010101100010100100110010
00001011111000101111110010011011111111000001100001000011100000	11011001011001001010100010111010001100010100011011100001110110
00001100111010001011110110000111111111000001100001000011110000	11011011010011011000100010011010001100010100000011101001111010
00001111111001011001110110010011111101000000110000001111110100	11011100110011111010100010111011100100011100000011101000010110
00100011111011001111110110010011111111000001110001100011110010	11010001110111011010100010111011001100010100001011110101111110
00001001111001001011110110010111111111000000110001000011110011	11011011110111011010100010111011001100110100000011100001010010
00101001111000101011111110000111111111001001000001000011110100	11011011011011011010100010011000101100010101100011100101110010
00101001111001001011110110010101111111001001010001000001100010	11011011110101010010100010111001001100010101000011100101110000
10001001111010101011111110010111110111000001010000001111100100	11011010011001111110100010111001101100001100100011100001111010
10001001111001001001110110010011111101000000100001000111100000	11011001110001111110100010111010000100010100000011100000010010
00000000011000001001110110010111111111000001100001100011100100	11010011010001011000100010111010101100010100000001110000110010
00001000111001001011111110000011111111000000110001100011100110	11011001110101011000100010011011101100010100100011110001010010
00101001111001101111110110000111101011000001100001000011100111	11011011111101011010000000011010101100110100001011100101110010
00001000111000001011111110000111111111000001110000101011000000	10011010010001011000100010011011001100011100100011110001110010
10001001111011000101110110110111111111010001110001101011100110	11001011110101011110100010111011111110011100001011110000111010
00001000111001001011111100010111111111000001110001100111100001	11011011110001111000100010111011001100110100100010110001110010
00101001111011001011110110010111111111000001010001001011110000	11011011110011011010100010111001001100011100000011100101111010
00001100111001101111110110010011111111000000110001001011000001	10011001111001011000100010111011001100111100001011101001010010
00000000111001101011111100110111110111000001100001000011100111	11010011111101011000100010111010111100100100100010100001110010
10100001111001001011110110000111111111001001110001000011100010	11010011110101011110100010011011001100010101000011100101110010
00001001111001111111110110010111111011001001110001000011100111	11011111111101011010100000111011101100110101001011100001110010
00101101111001101111111110010111101111000000100001000111101000	11011011111001111011000010111010001100010100101011101101010010
00101001111000011011111110010111111111001001110000000011100110	11011110010101011010100010111011101100010101100011100101110010
00001001111000001011111110010111111111000000110001000001100110	11011011010101010010100010111011101100010100100011100001010010
00001011111000101001111110010111111111001000110001000011100111	11011011011101011010100010111011101100110101100011100000010110
00001011111001001011111110010111111111001001110001100011110111	11011011110111011010100010111011101100110101100011110001110110
10001000111000011111110110010111111111000001110001000011100000	11011111010001011100100010111011001100010100001011100001110010
10101001111000101111111100000111111111000000110001000111110010	11011011011111111110100010011011001100010100101010100101010010
00101101111010001001110100010111111101101001110000000011100000	11011010010001011010100010111011000101010101000010101100111010
10001011111001000011111110001111111111001001100001000011100110	11001011110101011110100010011010101100010101110011100001110110
00000001111000001011110110000111111101000001110001000011100011	11010011010101011010100010011011000100110100000011100001110010
00101000111000001011111110000111111111001000110001000011100010	11011011010101011000100010011011001100010101100011100101010010
00101001111000001011110100000011111111001001100001100111100011	11011001010101111010100010011010001100110101000010110101110010
00001001111001101011110110101111111111001001110000000011010001	10011010111011011010100010011011011100110101010011100001110010
00100001011000101011110110010111111111001000100001101011110100	11010011011011011010100010111010101100011101000001110101010010
00101011111001001001111110000111111111010001110001000011100001	11011011110001011010100010011011001110110100100011100100110110
00001001111011001011110110010110101101000000110001001111100010	11011011110101111010000010111011000100011100000011100001001010
00001000111001000111110110000111111111000000110001000011100111	11001011110101011000100010011011101100110100001011100001010010
10000000111001001001110110000011111111001001110001100011000110	10010001110101011100100010011011101100010101000011110000110010
10101001111000001011110110010111101111001001100001000011001111	10011011010101011111000010111010101100110101000011100101110010
10001001111001001011110110010111111111001000110000000011100111	11011010110101011110100010111011101100110101000011100001010010
10101101111000101001110110110111111101001001110001000111100110	11011011011101111110100010111011110100010101000011101100110010
10101001111001001011110100000111101111000001100001100011100110	11011011110101011110000010011010101100010100000010110101110010
10001001111000100111111110010111111111011000110001100001110100	11001011011011010110100010111011101110010101101011110001010010
