time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,rewire_side,rewire_phase,rewire_time_s,sabre_trials,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s
940.8077069999999,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,3,both,0,49,49,2,2,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945.3818713749934,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,3,both,1,48,48,0,2,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946.3996319169819,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,3,left,0,49,49,0,2,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948.2833247089875,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,3,left,1,48,48,0,2,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949.2892263339891,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,3,right,0,49,49,0,2,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951.1761595839926,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,3,right,1,48,48,0,2,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953.2856242499838,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,4,both,0,49,49,0,0,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957.8624314999906,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,4,both,1,48,48,0,0,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958.8803785839991,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,4,left,0,49,49,0,0,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960.7673994170036,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,4,left,1,48,48,0,0,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961.7719007499982,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,4,right,0,49,49,0,0,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963.6566560420033,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533064,2312,390,98,4,right,1,48,48,0,0,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963.6716839169967,unswap_cycle_summary,,,,,,15,4,19,,,,,,,,,,,,,,,,,,,512,0.002,,,,,,,,,,,,,232,4,533064,2312,390,98,,,,,,,,,,,,,,,,,,,,6,80.43112900000415,19,1984,1965,3,False,,,,,,,,,,,,,,,,,,,,,
973.8885785419843,rewiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,left,post_unswap,10.216154666006332,20,2402,False,False,False,3,2,lookahead_total,8,False,1,123,"(730124, 730124, 232, 232, 1753, 20293, 2543)",5.025664415996289,5.190468833025079,"[{'seed': 123, 'score': (730124, 730124, 232, 232, 1753, 20293, 2543), 'num_layers': 2543, 'total_swaps': 20293, 'max_layer_swaps': 25, 'swap_only_layers': 1753, 'work_layers': 790, 'unitary_layers': 790, 'first_work_layer': 6, 'leading_no_work_layers': 6, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 730124, 'lookahead_final_max_bond': 232, 'lookahead_peak_elems': 730124, 'lookahead_peak_max_bond': 232, 'lookahead_peak_bond_l2': 223335}, {'seed': 1132, 'score': (1084268, 1084268, 254, 255, 1562, 20400, 2340), 'num_layers': 2340, 'total_swaps': 20400, 'max_layer_swaps': 24, 'swap_only_layers': 1562, 'work_layers': 778, 'unitary_layers': 778, 'first_work_layer': 6, 'leading_no_work_layers': 6, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 1084268, 'lookahead_final_max_bond': 254, 'lookahead_peak_elems': 1084268, 'lookahead_peak_max_bond': 255, 'lookahead_peak_bond_l2': 316112}]",10.216147166996961,39.77838974999031
1003.450592499983,rewiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,right,post_unswap,29.56184162502177,20,2371,False,False,False,3,2,lookahead_total,8,False,1,1132,"(2702332, 2702332, 512, 512, 1504, 18699, 2295)",24.800326041993685,4.7614901259948965,"[{'seed': 123, 'score': (2798840, 2798840, 512, 512, 1567, 18430, 2339), 'num_layers': 2339, 'total_swaps': 18430, 'max_layer_swaps': 20, 'swap_only_layers': 1567, 'work_layers': 772, 'unitary_layers': 772, 'first_work_layer': 8, 'leading_no_work_layers': 8, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 2798840, 'lookahead_final_max_bond': 512, 'lookahead_peak_elems': 2798840, 'lookahead_peak_max_bond': 512, 'lookahead_peak_bond_l2': 850556}, {'seed': 1132, 'score': (2702332, 2702332, 512, 512, 1504, 18699, 2295), 'num_layers': 2295, 'total_swaps': 18699, 'max_layer_swaps': 20, 'swap_only_layers': 1504, 'work_layers': 791, 'unitary_layers': 791, 'first_work_layer': 8, 'leading_no_work_layers': 8, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 2702332, 'lookahead_final_max_bond': 512, 'lookahead_peak_elems': 2702332, 'lookahead_peak_max_bond': 512, 'lookahead_peak_bond_l2': 865712}]",29.561828167003114,39.77838974999031
1003.4623319999955,cycle_progress,,,,,,15,4,19,,,,,,,,,,,,,,,,,,,512,0.002,,535528,1,,,,,,,,,,232,4,533064,2312,390,98,,,,,,,,,,,,,,,,,,,,6,,19,1984,1965,3,False,,,,,,,,,,,,,,,,,,,,,39.77838974999031
1004.0320088339795,absorbing,L,1,0,2543,2295,15,4,19,19,0,0,0.2789033750013914,0.27263683400815353,0.5515402090095449,0.5559398339828476,533064,534360,232,232,False,False,False,False,533064,232,False,512,0.002,,533064,0,total_elems,533064,534360,1,1,,,,0.0,232,4,533064,2312,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004.5808374169865,absorbing,R,1,1,2543,2295,15,4,19,15,0,0,0.2746262500004377,0.26975912498892285,0.5443853749893606,0.545477291016141,538372,534360,232,232,False,False,False,False,534360,232,False,512,0.002,,533064,0,total_elems,538372,534360,1,1,,,,0.0,232,4,534360,2424,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.1512226249906,absorbing,L,2,1,2543,2295,15,4,19,19,0,0,0.28529545801575296,0.2808614590030629,0.5661569170188159,0.5674099999887403,540360,550732,232,232,False,False,False,False,540360,232,False,512,0.002,,533064,0,total_elems,540360,550732,1,1,,,,0.0,232,4,540360,2540,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.7188788339845,absorbing,L,3,1,2543,2295,15,4,19,20,0,0,0.28009837499121204,0.28312466698116623,0.5632230419723783,0.564984500000719,541872,551980,232,232,False,False,False,False,541872,232,False,512,0.002,,533064,0,total_elems,541872,551980,1,1,,,,0.0,232,4,541872,2654,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006.2883595000021,absorbing,L,4,1,2543,2295,15,4,19,21,0,0,0.2812329579901416,0.2834145829838235,0.5646475409739651,0.5658407500013709,547236,554164,232,232,False,False,False,False,547236,232,False,512,0.002,,533064,0,total_elems,547236,554164,1,1,,,,0.0,232,4,547236,2930,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006.8548427920032,absorbing,L,5,1,2543,2295,15,4,19,19,0,0,0.2790432079927996,0.281522709003184,0.5605659169959836,0.5631465000042226,561280,562436,232,232,False,False,False,False,561280,232,False,512,0.002,,533064,0,total_elems,561280,562436,1,1,,,,0.0,232,4,561280,3250,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007.4325574169925,absorbing,L,6,1,2543,2295,15,4,19,20,0,0,0.2830676249868702,0.288763791002566,0.5718314159894362,0.5731423329852987,586496,587232,232,232,False,False,False,False,586496,232,False,512,0.002,,533064,0,total_elems,586496,587232,1,1,,,,0.0,232,4,586496,3774,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008.022194041987,absorbing,R,6,2,2543,2295,15,4,19,15,0,0,0.29099149999092333,0.2943048330198508,0.5852963330107741,0.5870888749777805,643896,630168,232,232,False,False,False,False,630168,232,False,512,0.002,,533064,0,total_elems,643896,630168,1,1,,,,0.0,232,4,630168,4198,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008.6424887919857,absorbing,R,6,3,2543,2295,15,4,19,15,0,0,0.3076460830052383,0.3080227079917677,0.615668790997006,0.617145292024361,713364,691188,232,232,False,False,False,False,691188,232,False,512,0.002,,533064,0,total_elems,713364,691188,1,1,,,,0.0,232,4,691188,4562,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009.3740845419816,absorbing,R,6,4,2543,2295,15,4,19,16,0,0,0.3587720000068657,0.366978875012137,0.7257508750190027,0.7290145000151824,831564,818328,256,256,False,False,False,False,818328,256,False,512,0.002,,533064,0,total_elems,831564,818328,1,1,,,,0.0,256,4,818328,5258,390,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015.493726124987,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,1099248,5882,390,98,0,both,0,49,49,4,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024.1809112920018,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,1078896,5632,390,98,0,both,1,48,48,7,11,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026.5010865000077,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,816084,4868,390,98,0,left,0,49,49,17,28,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029.3219777089835,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,697476,4146,390,98,0,left,1,48,48,19,47,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030.8400553340034,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,655028,3786,390,98,0,right,0,49,49,11,58,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033.2134843340027,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,615436,3556,390,98,0,right,1,48,48,12,70,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036.0821384589945,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,563824,3118,390,98,1,both,0,49,49,10,10,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041.4931718339794,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,544708,2742,390,98,1,both,1,48,48,13,23,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042.8028510419826,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,537708,2602,390,98,1,left,0,49,49,14,37,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044.960946667008,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,536544,2556,390,98,1,left,1,48,48,5,42,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046.2442366250034,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,536028,2510,390,98,1,right,0,49,49,5,47,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048.3869795000064,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,535932,2506,390,98,1,right,1,48,48,1,48,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051.0344645419973,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,534420,2438,390,98,2,both,0,49,49,10,10,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056.1576187500032,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533748,2388,390,98,2,both,1,48,48,6,16,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057.1700610840053,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533748,2388,390,98,2,left,0,49,49,0,16,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059.3260047090007,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533584,2368,390,98,2,left,1,48,48,4,20,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060.6063606670068,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533452,2352,390,98,2,right,0,49,49,3,23,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062.7555695000046,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533392,2346,390,98,2,right,1,48,48,1,24,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065.3840245000029,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533352,2342,390,98,3,both,0,49,49,1,1,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070.4882379589835,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533304,2338,390,98,3,both,1,48,48,1,2,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071.5125753339962,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533304,2338,390,98,3,left,0,49,49,0,2,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073.3975218340056,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533304,2338,390,98,3,left,1,48,48,0,2,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074.683050541993,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533280,2334,390,98,3,right,0,49,49,1,3,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076.5618529589847,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533280,2334,390,98,3,right,1,48,48,0,3,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079.202579334,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533232,2330,390,98,4,both,0,49,49,1,1,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.307541749993,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533184,2326,390,98,4,both,1,48,48,1,2,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.5861535419826,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533136,2322,390,98,4,left,0,49,49,1,3,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.7410547089821,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,4,left,1,48,48,1,4,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.7475282090018,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,4,right,0,49,49,0,4,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.626327417005,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,4,right,1,48,48,0,4,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.7275066669972,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,5,both,0,49,49,0,0,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.3022792499978,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,5,both,1,48,48,0,0,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.321252875001,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,5,left,0,49,49,0,0,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.2030308749818,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,5,left,1,48,48,0,0,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.205342250003,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,5,right,0,49,49,0,0,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.0858200840012,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4,533088,2316,390,98,5,right,1,48,48,0,0,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.1011875419936,unswap_cycle_summary,,,,,,15,4,19,,,,,,,,,,,,,,,,,,,512,0.002,,,,,,,,,,,,,232,4,533088,2316,390,98,,,,,,,,,,,,,,,,,,,,7,92.6094250830065,19,1984,1965,0,False,,,,,,,,,,,,,,,,,,,,,
1119.3786415839859,rewiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,left,post_unswap,16.276749582990305,20,2539,False,False,False,0,2,lookahead_total,8,False,1,1132,"(2171036, 2171036, 510, 512, 1608, 20707, 2397)",10.462401333003072,5.814320999983465,"[{'seed': 123, 'score': (2190644, 2190644, 510, 512, 1534, 20442, 2316), 'num_layers': 2316, 'total_swaps': 20442, 'max_layer_swaps': 25, 'swap_only_layers': 1534, 'work_layers': 782, 'unitary_layers': 782, 'first_work_layer': 4, 'leading_no_work_layers': 4, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 2190644, 'lookahead_final_max_bond': 510, 'lookahead_peak_elems': 2190644, 'lookahead_peak_max_bond': 512, 'lookahead_peak_bond_l2': 668408}, {'seed': 1132, 'score': (2171036, 2171036, 510, 512, 1608, 20707, 2397), 'num_layers': 2397, 'total_swaps': 20707, 'max_layer_swaps': 25, 'swap_only_layers': 1608, 'work_layers': 789, 'unitary_layers': 789, 'first_work_layer': 4, 'leading_no_work_layers': 4, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 2171036, 'lookahead_final_max_bond': 510, 'lookahead_peak_elems': 2171036, 'lookahead_peak_max_bond': 512, 'lookahead_peak_bond_l2': 665054}]",16.276736250001704,33.61454308399698
1136.7162359170034,rewiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,right,post_unswap,17.337422624987084,20,2293,False,False,False,0,2,lookahead_total,8,False,1,1132,"(2278216, 2278216, 512, 512, 1259, 19020, 2033)",13.341001958004199,3.9963961669709533,"[{'seed': 123, 'score': (2311624, 2311624, 512, 512, 1450, 18869, 2234), 'num_layers': 2234, 'total_swaps': 18869, 'max_layer_swaps': 22, 'swap_only_layers': 1450, 'work_layers': 784, 'unitary_layers': 784, 'first_work_layer': 6, 'leading_no_work_layers': 6, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 2311624, 'lookahead_final_max_bond': 512, 'lookahead_peak_elems': 2311624, 'lookahead_peak_max_bond': 512, 'lookahead_peak_bond_l2': 689879}, {'seed': 1132, 'score': (2278216, 2278216, 512, 512, 1259, 19020, 2033), 'num_layers': 2033, 'total_swaps': 19020, 'max_layer_swaps': 25, 'swap_only_layers': 1259, 'work_layers': 774, 'unitary_layers': 774, 'first_work_layer': 6, 'leading_no_work_layers': 6, 'lookahead_layers_scored': 8, 'lookahead_final_elems': 2278216, 'lookahead_final_max_bond': 512, 'lookahead_peak_elems': 2278216, 'lookahead_peak_max_bond': 512, 'lookahead_peak_bond_l2': 682373}]",17.337410874984926,33.61454308399698
1136.7287904169934,cycle_progress,,,,,,15,4,19,,,,,,,,,,,,,,,,,,,512,0.002,,533064,0,,,,,,,,,,232,4,533088,2316,390,98,,,,,,,,,,,,,,,,,,,,7,,19,1984,1965,0,False,,,,,,,,,,,,,,,,,,,,,33.61454308399698
